word,pos,cefr,theme,definition,example_sentence
perform,verb,B1,General,(TBD: perform),The answer is _ .
expense,noun,B2,General,(TBD: expense),The answer is _ .
obvious,adjective,B2,General,(TBD: obvious),The answer is _ .
elected,verb,C1,General,(TBD: elected),The answer is _ .
criminal,adjective,C1,General,(TBD: criminal),The answer is _ .
sheet,noun,B2,General,(TBD: sheet),The answer is _ .
proposal,noun,B2,General,(TBD: proposal),The answer is _ .
philadelphia,noun,B1,General,(TBD: philadelphia),The answer is _ .
admitted,verb,B1,General,(TBD: admitted),The answer is _ .
suddenly,adverb,B2,General,(TBD: suddenly),The answer is _ .
calculated,verb,B2,General,(TBD: calculated),The answer is _ .
sell,verb,A2,General,(TBD: sell),The answer is _ .
chamber,noun,B1,General,(TBD: chamber),The answer is _ .
grain,noun,C1,General,(TBD: grain),The answer is _ .
user,noun,C1,General,(TBD: user),The answer is _ .
marked,verb,B2,General,(TBD: marked),The answer is _ .
diseases,noun,B2,General,(TBD: diseases),The answer is _ .
rise,noun,B2,General,(TBD: rise),The answer is _ .
perfect,adjective,B1,General,(TBD: perfect),The answer is _ .
usa,noun,B1,General,(TBD: usa),The answer is _ .
reform,noun,C1,General,(TBD: reform),The answer is _ .
crop,noun,B2,General,(TBD: crop),The answer is _ .
measurement,noun,B2,General,(TBD: measurement),The answer is _ .
vessels,noun,B2,General,(TBD: vessels),The answer is _ .
recognition,noun,C1,General,(TBD: recognition),The answer is _ .
garden,noun,A2,General,(TBD: garden),The answer is _ .
cents,noun,B1,General,(TBD: cents),The answer is _ .
buy,verb,A2,General,(TBD: buy),The answer is _ .
regarded,verb,B2,General,(TBD: regarded),The answer is _ .
goal,noun,A2,General,(TBD: goal),The answer is _ .
changing,verb,A2,General,(TBD: changing),The answer is _ .
clerk,noun,B1,General,(TBD: clerk),The answer is _ .
attitude,noun,B1,General,(TBD: attitude),The answer is _ .
slowly,adverb,B1,General,(TBD: slowly),The answer is _ .
plane,noun,A2,General,(TBD: plane),The answer is _ .
chair,noun,A2,General,(TBD: chair),The answer is _ .
captain,noun,B1,General,(TBD: captain),The answer is _ .
powerful,adjective,B1,General,(TBD: powerful),The answer is _ .
consistent,adjective,C1,General,(TBD: consistent),The answer is _ .
estimates,noun,B2,General,(TBD: estimates),The answer is _ .
identify,verb,C1,General,(TBD: identify),The answer is _ .
feature,noun,B1,General,(TBD: feature),The answer is _ .
certificate,noun,C1,General,(TBD: certificate),The answer is _ .
by,noun,A2,General,(TBD: by),The answer is _ .
conservation,noun,B2,General,(TBD: conservation),The answer is _ .
contributions,noun,B2,General,(TBD: contributions),The answer is _ .
courses,noun,A2,General,(TBD: courses),The answer is _ .
knows,verb,A2,General,(TBD: knows),The answer is _ .
stations,noun,A2,General,(TBD: stations),The answer is _ .
treaty,noun,C1,General,(TBD: treaty),The answer is _ .
severe,adjective,B2,General,(TBD: severe),The answer is _ .
input,noun,C1,General,(TBD: input),The answer is _ .
scene,noun,B1,General,(TBD: scene),The answer is _ .
greatly,adverb,B1,General,(TBD: greatly),The answer is _ .
inspection,noun,B2,General,(TBD: inspection),The answer is _ .
wage,noun,C1,General,(TBD: wage),The answer is _ .
sentence,noun,A2,General,(TBD: sentence),The answer is _ .
trouble,noun,B1,General,(TBD: trouble),The answer is _ .
talking,verb,B1,General,(TBD: talking),The answer is _ .
emphasis,noun,B2,General,(TBD: emphasis),The answer is _ .
bound,verb,B2,General,(TBD: bound),The answer is _ .
directors,noun,B1,General,(TBD: directors),The answer is _ .
limit,noun,B2,General,(TBD: limit),The answer is _ .
red,noun,B1,General,(TBD: red),The answer is _ .
indian,adjective,B1,General,(TBD: indian),The answer is _ .
necessarily,adverb,C1,General,(TBD: necessarily),The answer is _ .
requirement,noun,B2,General,(TBD: requirement),The answer is _ .
capable,adjective,B2,General,(TBD: capable),The answer is _ .
marine,noun,B2,General,(TBD: marine),The answer is _ .
inside,preposition,A2,General,(TBD: inside),The answer is _ .
version,noun,C1,General,(TBD: version),The answer is _ .
weather,noun,A2,General,(TBD: weather),The answer is _ .
played,verb,A2,General,(TBD: played),The answer is _ .
tube,noun,A2,General,(TBD: tube),The answer is _ .
television,noun,A2,General,(TBD: television),The answer is _ .
assigned,verb,B2,General,(TBD: assigned),The answer is _ .
equally,adverb,B2,General,(TBD: equally),The answer is _ .
chief,adjective,B2,General,(TBD: chief),The answer is _ .
drugs,noun,B1,General,(TBD: drugs),The answer is _ .
industrial,noun,B2,General,(TBD: industrial),The answer is _ .
cover,verb,B1,General,(TBD: cover),The answer is _ .
double,adjective,B1,General,(TBD: double),The answer is _ .
listed,verb,B1,General,(TBD: listed),The answer is _ .
release,noun,B1,General,(TBD: release),The answer is _ .
rapid,adjective,B2,General,(TBD: rapid),The answer is _ .
standing,verb,A2,General,(TBD: standing),The answer is _ .
store,noun,A2,General,(TBD: store),The answer is _ .
present,verb,C1,General,(TBD: present),The answer is _ .
italy,noun,B1,General,(TBD: italy),The answer is _ .
mode,noun,B1,General,(TBD: mode),The answer is _ .
yourself,pronoun,A2,General,(TBD: yourself),The answer is _ .
column,noun,B1,General,(TBD: column),The answer is _ .
northern,adjective,B2,General,(TBD: northern),The answer is _ .
up,noun,A2,General,(TBD: up),The answer is _ .
reader,noun,A2,General,(TBD: reader),The answer is _ .
explanation,noun,B1,General,(TBD: explanation),The answer is _ .
bottom,noun,A2,General,(TBD: bottom),The answer is _ .
royal,noun,B1,General,(TBD: royal),The answer is _ .
operating,verb,B1,General,(TBD: operating),The answer is _ .
speaker,noun,B1,General,(TBD: speaker),The answer is _ .
old,noun,A2,General,(TBD: old),The answer is _ .
being,noun,B1,General,(TBD: being),The answer is _ .
scope,noun,B2,General,(TBD: scope),The answer is _ .
silver,noun,B1,General,(TBD: silver),The answer is _ .
jobs,noun,A2,General,(TBD: jobs),The answer is _ .
districts,noun,B2,General,(TBD: districts),The answer is _ .
sexual,adjective,C1,General,(TBD: sexual),The answer is _ .
significance,noun,B2,General,(TBD: significance),The answer is _ .
exposure,noun,B1,General,(TBD: exposure),The answer is _ .
criteria,noun,B2,General,(TBD: criteria),The answer is _ .
copper,noun,C1,General,(TBD: copper),The answer is _ .
variables,noun,B1,General,(TBD: variables),The answer is _ .
receiving,verb,B1,General,(TBD: receiving),The answer is _ .
achieved,verb,B1,General,(TBD: achieved),The answer is _ .
contents,noun,B2,General,(TBD: contents),The answer is _ .
extra,adjective,B1,General,(TBD: extra),The answer is _ .
creation,noun,C1,General,(TBD: creation),The answer is _ .
stopped,verb,A2,General,(TBD: stopped),The answer is _ .
green,noun,B1,General,(TBD: green),The answer is _ .
mine,noun,C1,General,(TBD: mine),The answer is _ .
depends,verb,B1,General,(TBD: depends),The answer is _ .
card,noun,A2,General,(TBD: card),The answer is _ .
describe,verb,A2,General,(TBD: describe),The answer is _ .
brief,adjective,B2,General,(TBD: brief),The answer is _ .
islands,noun,A2,General,(TBD: islands),The answer is _ .
resource,noun,B2,General,(TBD: resource),The answer is _ .
representation,noun,B1,General,(TBD: representation),The answer is _ .
thin,adjective,A2,General,(TBD: thin),The answer is _ .
valuable,adjective,B2,General,(TBD: valuable),The answer is _ .
ray,noun,B1,General,(TBD: ray),The answer is _ .
exists,verb,B1,General,(TBD: exists),The answer is _ .
campaign,noun,C1,General,(TBD: campaign),The answer is _ .
difficulties,noun,B1,General,(TBD: difficulties),The answer is _ .
camp,noun,A2,General,(TBD: camp),The answer is _ .
seek,verb,B1,General,(TBD: seek),The answer is _ .
martin,noun,B1,General,(TBD: martin),The answer is _ .
involving,verb,B2,General,(TBD: involving),The answer is _ .
carrier,noun,A2,General,(TBD: carrier),The answer is _ .
export,noun,C1,General,(TBD: export),The answer is _ .
danger,noun,B1,General,(TBD: danger),The answer is _ .
waters,noun,B1,General,(TBD: waters),The answer is _ .
revised,verb,B2,General,(TBD: revised),The answer is _ .
israel,noun,B1,General,(TBD: israel),The answer is _ .
acquired,verb,B2,General,(TBD: acquired),The answer is _ .
soft,adjective,B1,General,(TBD: soft),The answer is _ .
minimum,noun,B2,General,(TBD: minimum),The answer is _ .
steam,noun,B2,General,(TBD: steam),The answer is _ .
achieve,verb,B1,General,(TBD: achieve),The answer is _ .
becoming,verb,A2,General,(TBD: becoming),The answer is _ .
attached,verb,C1,General,(TBD: attached),The answer is _ .
variation,noun,C1,General,(TBD: variation),The answer is _ .
facility,noun,B2,General,(TBD: facility),The answer is _ .
owned,verb,B1,General,(TBD: owned),The answer is _ .
unable,adjective,B2,General,(TBD: unable),The answer is _ .
exception,noun,C1,General,(TBD: exception),The answer is _ .
discuss,verb,A2,General,(TBD: discuss),The answer is _ .
software,noun,B1,General,(TBD: software),The answer is _ .
sister,noun,A2,General,(TBD: sister),The answer is _ .
global,adjective,B2,General,(TBD: global),The answer is _ .
enemy,noun,B2,General,(TBD: enemy),The answer is _ .
unique,adjective,B2,General,(TBD: unique),The answer is _ .
advance,noun,C1,General,(TBD: advance),The answer is _ .
frank,noun,B1,General,(TBD: frank),The answer is _ .
writer,noun,A2,General,(TBD: writer),The answer is _ .
am,noun,A2,General,(TBD: am),The answer is _ .
interaction,noun,B2,General,(TBD: interaction),The answer is _ .
tradition,noun,B1,General,(TBD: tradition),The answer is _ .
vision,noun,B2,General,(TBD: vision),The answer is _ .
advertising,noun,B1,General,(TBD: advertising),The answer is _ .
following,noun,B1,General,(TBD: following),The answer is _ .
deposits,noun,B2,General,(TBD: deposits),The answer is _ .
core,noun,C1,General,(TBD: core),The answer is _ .
jones,noun,C2,General,(TBD: jones),The answer is _ .
delivered,verb,B2,General,(TBD: delivered),The answer is _ .
worth,adjective,B2,General,(TBD: worth),The answer is _ .
love,verb,A2,General,(TBD: love),The answer is _ .
advice,noun,B1,General,(TBD: advice),The answer is _ .
cover,noun,A2,General,(TBD: cover),The answer is _ .
re,verb,B1,General,(TBD: re),The answer is _ .
half,determiner,B1,General,(TBD: half),The answer is _ .
navy,noun,C1,General,(TBD: navy),The answer is _ .
fairly,adverb,B1,General,(TBD: fairly),The answer is _ .
curve,noun,B2,General,(TBD: curve),The answer is _ .
tissue,noun,B2,General,(TBD: tissue),The answer is _ .
fee,noun,B1,General,(TBD: fee),The answer is _ .
annual,noun,B2,General,(TBD: annual),The answer is _ .
chosen,verb,A2,General,(TBD: chosen),The answer is _ .
accident,noun,B1,General,(TBD: accident),The answer is _ .
savings,noun,C1,General,(TBD: savings),The answer is _ .
die,verb,B1,General,(TBD: die),The answer is _ .
denied,verb,B2,General,(TBD: denied),The answer is _ .
instruments,noun,B1,General,(TBD: instruments),The answer is _ .
economics,noun,B2,General,(TBD: economics),The answer is _ .
refer,verb,B1,General,(TBD: refer),The answer is _ .
remove,verb,B2,General,(TBD: remove),The answer is _ .
significantly,adverb,C1,General,(TBD: significantly),The answer is _ .
devices,noun,B2,General,(TBD: devices),The answer is _ .
uses,verb,A2,General,(TBD: uses),The answer is _ .
east,adjective,B1,General,(TBD: east),The answer is _ .
diameter,noun,B2,General,(TBD: diameter),The answer is _ .
pre,adjective,B1,General,(TBD: pre),The answer is _ .
permit,verb,B2,General,(TBD: permit),The answer is _ .
key,noun,A2,General,(TBD: key),The answer is _ .
expenditure,noun,B1,General,(TBD: expenditure),The answer is _ .
discharge,noun,C1,General,(TBD: discharge),The answer is _ .
strongly,adverb,B1,General,(TBD: strongly),The answer is _ .
choose,verb,A2,General,(TBD: choose),The answer is _ .
discovered,verb,B1,General,(TBD: discovered),The answer is _ .
appendix,noun,B1,General,(TBD: appendix),The answer is _ .
sign,noun,A2,General,(TBD: sign),The answer is _ .
russia,noun,B1,General,(TBD: russia),The answer is _ .
temporary,adjective,B2,General,(TBD: temporary),The answer is _ .
sequence,noun,B2,General,(TBD: sequence),The answer is _ .
route,noun,C1,General,(TBD: route),The answer is _ .
implementation,noun,B1,General,(TBD: implementation),The answer is _ .
identification,noun,C1,General,(TBD: identification),The answer is _ .
copies,noun,A2,General,(TBD: copies),The answer is _ .
efficient,adjective,B2,General,(TBD: efficient),The answer is _ .
category,noun,B2,General,(TBD: category),The answer is _ .
necessity,noun,C1,General,(TBD: necessity),The answer is _ .
distributed,verb,B2,General,(TBD: distributed),The answer is _ .
substance,noun,C1,General,(TBD: substance),The answer is _ .
losses,noun,B2,General,(TBD: losses),The answer is _ .
violence,noun,B2,General,(TBD: violence),The answer is _ .
angle,noun,B2,General,(TBD: angle),The answer is _ .
removal,noun,B1,General,(TBD: removal),The answer is _ .
dealing,verb,B1,General,(TBD: dealing),The answer is _ .
anti,adjective,B2,General,(TBD: anti),The answer is _ .
seed,noun,B1,General,(TBD: seed),The answer is _ .
hardly,adverb,B1,General,(TBD: hardly),The answer is _ .
suppose,verb,B2,General,(TBD: suppose),The answer is _ .
chinese,adjective,B1,General,(TBD: chinese),The answer is _ .
walked,verb,A2,General,(TBD: walked),The answer is _ .
desired,verb,B2,General,(TBD: desired),The answer is _ .
look,noun,A2,General,(TBD: look),The answer is _ .
distinct,adjective,B1,General,(TBD: distinct),The answer is _ .
boundary,noun,B2,General,(TBD: boundary),The answer is _ .
operate,verb,B1,General,(TBD: operate),The answer is _ .
carolina,noun,B1,General,(TBD: carolina),The answer is _ .
ring,noun,B1,General,(TBD: ring),The answer is _ .
grow,verb,A2,General,(TBD: grow),The answer is _ .
confidence,noun,B2,General,(TBD: confidence),The answer is _ .
consent,noun,C1,General,(TBD: consent),The answer is _ .
pieces,noun,A2,General,(TBD: pieces),The answer is _ .
opening,noun,B2,General,(TBD: opening),The answer is _ .
latter,noun,B1,General,(TBD: latter),The answer is _ .
goals,noun,A2,General,(TBD: goals),The answer is _ .
grounds,noun,A2,General,(TBD: grounds),The answer is _ .
permitted,verb,B2,General,(TBD: permitted),The answer is _ .
declared,verb,B2,General,(TBD: declared),The answer is _ .
noise,noun,A2,General,(TBD: noise),The answer is _ .
comments,noun,B2,General,(TBD: comments),The answer is _ .
frame,noun,B1,General,(TBD: frame),The answer is _ .
roads,noun,B1,General,(TBD: roads),The answer is _ .
belief,noun,B2,General,(TBD: belief),The answer is _ .
care,verb,B2,General,(TBD: care),The answer is _ .
estimate,noun,C1,General,(TBD: estimate),The answer is _ .
instructions,noun,B2,General,(TBD: instructions),The answer is _ .
travel,noun,B1,General,(TBD: travel),The answer is _ .
parliament,noun,C1,General,(TBD: parliament),The answer is _ .
intelligence,noun,B1,General,(TBD: intelligence),The answer is _ .
magnetic,adjective,B1,General,(TBD: magnetic),The answer is _ .
spoke,verb,A2,General,(TBD: spoke),The answer is _ .
eventually,adverb,B2,General,(TBD: eventually),The answer is _ .
florida,noun,B1,General,(TBD: florida),The answer is _ .
currently,adverb,B2,General,(TBD: currently),The answer is _ .
three,adjective,A2,General,(TBD: three),The answer is _ .
recommendations,noun,C1,General,(TBD: recommendations),The answer is _ .
target,noun,B1,General,(TBD: target),The answer is _ .
minor,adjective,B2,General,(TBD: minor),The answer is _ .
maximum,noun,B2,General,(TBD: maximum),The answer is _ .
careful,adjective,A2,General,(TBD: careful),The answer is _ .
ships,noun,B1,General,(TBD: ships),The answer is _ .
familiar,adjective,B1,General,(TBD: familiar),The answer is _ .
train,noun,A2,General,(TBD: train),The answer is _ .
earnings,noun,C1,General,(TBD: earnings),The answer is _ .
opposition,noun,B2,General,(TBD: opposition),The answer is _ .
queen,noun,B1,General,(TBD: queen),The answer is _ .
departments,noun,B2,General,(TBD: departments),The answer is _ .
transition,noun,C1,General,(TBD: transition),The answer is _ .
control,verb,B2,General,(TBD: control),The answer is _ .
widely,adverb,B1,General,(TBD: widely),The answer is _ .
ran,verb,A2,General,(TBD: ran),The answer is _ .
flight,noun,B1,General,(TBD: flight),The answer is _ .
vote,noun,A2,General,(TBD: vote),The answer is _ .
arrangement,noun,B2,General,(TBD: arrangement),The answer is _ .
european,noun,B1,General,(TBD: european),The answer is _ .
asia,noun,B1,General,(TBD: asia),The answer is _ .
till,preposition,B1,General,(TBD: till),The answer is _ .
parameters,noun,B2,General,(TBD: parameters),The answer is _ .
wilson,noun,B1,General,(TBD: wilson),The answer is _ .
dated,verb,C1,General,(TBD: dated),The answer is _ .
francisco,noun,B1,General,(TBD: francisco),The answer is _ .
constitutional,adjective,B1,General,(TBD: constitutional),The answer is _ .
minimum,adjective,B2,General,(TBD: minimum),The answer is _ .
southern,noun,B2,General,(TBD: southern),The answer is _ .
objectives,noun,B2,General,(TBD: objectives),The answer is _ .
crisis,noun,B2,General,(TBD: crisis),The answer is _ .
vessel,noun,B2,General,(TBD: vessel),The answer is _ .
square,noun,B1,General,(TBD: square),The answer is _ .
movements,noun,B2,General,(TBD: movements),The answer is _ .
machines,noun,A2,General,(TBD: machines),The answer is _ .
psychology,noun,C1,General,(TBD: psychology),The answer is _ .
mean,adjective,B1,General,(TBD: mean),The answer is _ .
plus,conjunction,B2,General,(TBD: plus),The answer is _ .
corner,noun,A2,General,(TBD: corner),The answer is _ .
respondent,noun,B1,General,(TBD: respondent),The answer is _ .
corporate,adjective,C1,General,(TBD: corporate),The answer is _ .
alcohol,noun,B2,General,(TBD: alcohol),The answer is _ .
thousands,noun,B1,General,(TBD: thousands),The answer is _ .
creek,noun,C1,General,(TBD: creek),The answer is _ .
enforcement,noun,B1,General,(TBD: enforcement),The answer is _ .
household,noun,B2,General,(TBD: household),The answer is _ .
signs,noun,B1,General,(TBD: signs),The answer is _ .
sight,noun,A2,General,(TBD: sight),The answer is _ .
grown,verb,A2,General,(TBD: grown),The answer is _ .
adult,noun,B1,General,(TBD: adult),The answer is _ .
sons,noun,A2,General,(TBD: sons),The answer is _ .
oxygen,noun,B2,General,(TBD: oxygen),The answer is _ .
circle,noun,A2,General,(TBD: circle),The answer is _ .
tool,noun,A2,General,(TBD: tool),The answer is _ .
perspective,noun,C1,General,(TBD: perspective),The answer is _ .
deal,verb,B2,General,(TBD: deal),The answer is _ .
claimed,verb,B1,General,(TBD: claimed),The answer is _ .
treasury,noun,B1,General,(TBD: treasury),The answer is _ .
transmission,noun,C1,General,(TBD: transmission),The answer is _ .
save,verb,A2,General,(TBD: save),The answer is _ .
yet,conjunction,B2,General,(TBD: yet),The answer is _ .
keeping,verb,A2,General,(TBD: keeping),The answer is _ .
census,noun,B1,General,(TBD: census),The answer is _ .
pipe,noun,B2,General,(TBD: pipe),The answer is _ .
allows,verb,B1,General,(TBD: allows),The answer is _ .
stream,noun,B2,General,(TBD: stream),The answer is _ .
electron,noun,B2,General,(TBD: electron),The answer is _ .
ad,noun,B2,General,(TBD: ad),The answer is _ .
forty,noun,A2,General,(TBD: forty),The answer is _ .
suit,noun,B1,General,(TBD: suit),The answer is _ .
birds,noun,A2,General,(TBD: birds),The answer is _ .
images,noun,B1,General,(TBD: images),The answer is _ .
preliminary,adjective,C1,General,(TBD: preliminary),The answer is _ .
thick,adjective,A2,General,(TBD: thick),The answer is _ .
interested,adjective,A2,General,(TBD: interested),The answer is _ .
inner,adjective,B1,General,(TBD: inner),The answer is _ .
behalf,noun,B2,General,(TBD: behalf),The answer is _ .
programme,noun,A2,General,(TBD: programme),The answer is _ .
speaking,verb,A2,General,(TBD: speaking),The answer is _ .
observation,noun,B2,General,(TBD: observation),The answer is _ .
ibid,noun,B1,General,(TBD: ibid),The answer is _ .
thereby,adverb,B1,General,(TBD: thereby),The answer is _ .
williams,noun,A2,General,(TBD: williams),The answer is _ .
medium,noun,B2,General,(TBD: medium),The answer is _ .
vehicles,noun,B2,General,(TBD: vehicles),The answer is _ .
indians,noun,A2,General,(TBD: indians),The answer is _ .
electronic,adjective,B2,General,(TBD: electronic),The answer is _ .
obviously,adverb,B2,General,(TBD: obviously),The answer is _ .
mill,noun,C1,General,(TBD: mill),The answer is _ .
tend,verb,B2,General,(TBD: tend),The answer is _ .
flat,adjective,B2,General,(TBD: flat),The answer is _ .
pursuant,adjective,B1,General,(TBD: pursuant),The answer is _ .
counties,noun,B2,General,(TBD: counties),The answer is _ .
theoretical,adjective,B1,General,(TBD: theoretical),The answer is _ .
brown,adjective,A2,General,(TBD: brown),The answer is _ .
profits,noun,C1,General,(TBD: profits),The answer is _ .
resulted,verb,B1,General,(TBD: resulted),The answer is _ .
dc,noun,B1,General,(TBD: dc),The answer is _ .
el,noun,B1,General,(TBD: el),The answer is _ .
visual,adjective,B2,General,(TBD: visual),The answer is _ .
symptoms,noun,B2,General,(TBD: symptoms),The answer is _ .
bills,noun,B1,General,(TBD: bills),The answer is _ .
slow,adjective,A2,General,(TBD: slow),The answer is _ .
ahead,adverb,B1,General,(TBD: ahead),The answer is _ .
lies,verb,B1,General,(TBD: lies),The answer is _ .
customers,noun,B1,General,(TBD: customers),The answer is _ .
waiting,verb,B1,General,(TBD: waiting),The answer is _ .
narrow,adjective,B2,General,(TBD: narrow),The answer is _ .
owners,noun,A2,General,(TBD: owners),The answer is _ .
clay,noun,B1,General,(TBD: clay),The answer is _ .
constructed,verb,B2,General,(TBD: constructed),The answer is _ .
stability,noun,C1,General,(TBD: stability),The answer is _ .
later,adjective,C1,General,(TBD: later),The answer is _ .
via,preposition,B2,General,(TBD: via),The answer is _ .
drive,noun,A2,General,(TBD: drive),The answer is _ .
middle,adjective,A2,General,(TBD: middle),The answer is _ .
shop,noun,A2,General,(TBD: shop),The answer is _ .
helped,verb,A2,General,(TBD: helped),The answer is _ .
mere,adjective,B2,General,(TBD: mere),The answer is _ .
web,noun,B1,General,(TBD: web),The answer is _ .
preceding,verb,C1,General,(TBD: preceding),The answer is _ .
absolute,adjective,B2,General,(TBD: absolute),The answer is _ .
corresponding,adjective,C1,General,(TBD: corresponding),The answer is _ .
on,adverb,B1,General,(TBD: on),The answer is _ .
witness,noun,C1,General,(TBD: witness),The answer is _ .
similarly,adverb,B2,General,(TBD: similarly),The answer is _ .
manufacturers,noun,C1,General,(TBD: manufacturers),The answer is _ .
satisfactory,adjective,C1,General,(TBD: satisfactory),The answer is _ .
printing,noun,B1,General,(TBD: printing),The answer is _ .
twelve,noun,A2,General,(TBD: twelve),The answer is _ .
elsewhere,adverb,B1,General,(TBD: elsewhere),The answer is _ .
reactions,noun,C1,General,(TBD: reactions),The answer is _ .
concluded,verb,B2,General,(TBD: concluded),The answer is _ .
demonstrated,verb,B2,General,(TBD: demonstrated),The answer is _ .
lee,noun,B1,General,(TBD: lee),The answer is _ .
couple,noun,B1,General,(TBD: couple),The answer is _ .
complaint,noun,B1,General,(TBD: complaint),The answer is _ .
current,noun,B2,General,(TBD: current),The answer is _ .
limitations,noun,B2,General,(TBD: limitations),The answer is _ .
grants,noun,B2,General,(TBD: grants),The answer is _ .
framework,noun,B1,General,(TBD: framework),The answer is _ .
mixture,noun,C1,General,(TBD: mixture),The answer is _ .
pleasure,noun,A2,General,(TBD: pleasure),The answer is _ .
appointment,noun,B1,General,(TBD: appointment),The answer is _ .
concepts,noun,B2,General,(TBD: concepts),The answer is _ .
cross,adjective,B1,General,(TBD: cross),The answer is _ .
velocity,noun,B1,General,(TBD: velocity),The answer is _ .
engineer,noun,A2,General,(TBD: engineer),The answer is _ .
wheat,noun,C1,General,(TBD: wheat),The answer is _ .
soldiers,noun,B1,General,(TBD: soldiers),The answer is _ .
applicant,noun,C1,General,(TBD: applicant),The answer is _ .
situations,noun,B1,General,(TBD: situations),The answer is _ .
categories,noun,B2,General,(TBD: categories),The answer is _ .
independence,noun,B1,General,(TBD: independence),The answer is _ .
willing,adjective,C1,General,(TBD: willing),The answer is _ .
linear,adjective,B1,General,(TBD: linear),The answer is _ .
over,adverb,B1,General,(TBD: over),The answer is _ .
considering,verb,C1,General,(TBD: considering),The answer is _ .
cited,verb,C1,General,(TBD: cited),The answer is _ .
rooms,noun,B1,General,(TBD: rooms),The answer is _ .
consequences,noun,B1,General,(TBD: consequences),The answer is _ .
baby,noun,A2,General,(TBD: baby),The answer is _ .
caught,verb,A2,General,(TBD: caught),The answer is _ .
exports,noun,C1,General,(TBD: exports),The answer is _ .
yield,noun,C1,General,(TBD: yield),The answer is _ .
producing,verb,B1,General,(TBD: producing),The answer is _ .
transferred,verb,B2,General,(TBD: transferred),The answer is _ .
happen,verb,A2,General,(TBD: happen),The answer is _ .
fort,noun,B1,General,(TBD: fort),The answer is _ .
starting,verb,A2,General,(TBD: starting),The answer is _ .
agreements,noun,B2,General,(TBD: agreements),The answer is _ .
in,adverb,B1,General,(TBD: in),The answer is _ .
refused,verb,B2,General,(TBD: refused),The answer is _ .
pair,noun,A2,General,(TBD: pair),The answer is _ .
electric,noun,B1,General,(TBD: electric),The answer is _ .
ireland,noun,B1,General,(TBD: ireland),The answer is _ .
requested,verb,B1,General,(TBD: requested),The answer is _ .
spiritual,adjective,B2,General,(TBD: spiritual),The answer is _ .
seeing,verb,A2,General,(TBD: seeing),The answer is _ .
japanese,adjective,B1,General,(TBD: japanese),The answer is _ .
appeals,noun,B2,General,(TBD: appeals),The answer is _ .
registration,noun,B2,General,(TBD: registration),The answer is _ .
rare,adjective,B2,General,(TBD: rare),The answer is _ .
degrees,noun,B1,General,(TBD: degrees),The answer is _ .
experiences,noun,B1,General,(TBD: experiences),The answer is _ .
committed,verb,B2,General,(TBD: committed),The answer is _ .
onto,preposition,B2,General,(TBD: onto),The answer is _ .
users,noun,C1,General,(TBD: users),The answer is _ .
license,noun,B1,General,(TBD: license),The answer is _ .
joined,verb,A2,General,(TBD: joined),The answer is _ .
imports,noun,C1,General,(TBD: imports),The answer is _ .
homes,noun,A2,General,(TBD: homes),The answer is _ .
supposed,verb,B2,General,(TBD: supposed),The answer is _ .
in,adjective,A2,General,(TBD: in),The answer is _ .
empire,noun,B2,General,(TBD: empire),The answer is _ .
ended,verb,A2,General,(TBD: ended),The answer is _ .
practically,adverb,C1,General,(TBD: practically),The answer is _ .
province,noun,C1,General,(TBD: province),The answer is _ .
operated,verb,B1,General,(TBD: operated),The answer is _ .
twice,adverb,B1,General,(TBD: twice),The answer is _ .
bone,noun,A2,General,(TBD: bone),The answer is _ .
draw,verb,A2,General,(TBD: draw),The answer is _ .
angeles,noun,B1,General,(TBD: angeles),The answer is _ .
formula,noun,B2,General,(TBD: formula),The answer is _ .
composed,verb,B2,General,(TBD: composed),The answer is _ .
permission,noun,B1,General,(TBD: permission),The answer is _ .
stages,noun,A2,General,(TBD: stages),The answer is _ .
male,noun,B1,General,(TBD: male),The answer is _ .
eastern,noun,B2,General,(TBD: eastern),The answer is _ .
wire,noun,B2,General,(TBD: wire),The answer is _ .
raise,verb,B1,General,(TBD: raise),The answer is _ .
ocean,noun,B2,General,(TBD: ocean),The answer is _ .
mid,noun,B1,General,(TBD: mid),The answer is _ .
arranged,verb,B2,General,(TBD: arranged),The answer is _ .
rocks,noun,B2,General,(TBD: rocks),The answer is _ .
crops,noun,B2,General,(TBD: crops),The answer is _ .
aspect,noun,B2,General,(TBD: aspect),The answer is _ .
accounting,noun,B1,General,(TBD: accounting),The answer is _ .
amendments,noun,A2,General,(TBD: amendments),The answer is _ .
operator,noun,C1,General,(TBD: operator),The answer is _ .
univ,noun,B1,General,(TBD: univ),The answer is _ .
corporations,noun,C1,General,(TBD: corporations),The answer is _ .
ann,noun,B1,General,(TBD: ann),The answer is _ .
troops,noun,C1,General,(TBD: troops),The answer is _ .
consequently,adverb,B2,General,(TBD: consequently),The answer is _ .
vi,noun,B1,General,(TBD: vi),The answer is _ .
branches,noun,B1,General,(TBD: branches),The answer is _ .
ml,noun,B1,General,(TBD: ml),The answer is _ .
associations,noun,B1,General,(TBD: associations),The answer is _ .
adjustment,noun,C1,General,(TBD: adjustment),The answer is _ .
ma,noun,B1,General,(TBD: ma),The answer is _ .
focus,noun,C1,General,(TBD: focus),The answer is _ .
ex,noun,B1,General,(TBD: ex),The answer is _ .
stores,noun,B1,General,(TBD: stores),The answer is _ .
mines,noun,B1,General,(TBD: mines),The answer is _ .
